gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list
lutein,,,,m,1.0,supplement,eye health,,,,,,['supplement'],['eye health'],,,
lyrica,pregabalin,,,m,1.0,prescription,"fibromyalgia, spinal cord injury, nerve damage, shingles, diabetes",,,,,,['prescription'],"['fibromyalgia', 'spinal cord injury', 'nerve damage', 'shingles', 'diabetes']",,,
lysine,,,,m,1.0,supplement,herpes,,,,,,['supplement'],['herpes'],,,
macrobid,nitrofuratoin,,,m,1.0,prescription,urinary tract infection,,,,,,['prescription'],['urinary tract infection'],,,
macuhealth,,,,m,1.0,supplement,eye health,,,,,,['supplement'],['eye health'],,,
macushield,,,,m,1.0,"brand, supplement",eye health,,,,,,"['brand', 'supplement']",['eye health'],,,
macushield eye capsule,,,,m,3.0,supplement,eye health,,,,,,['supplement'],['eye health'],,,
macushield vitamin,,,,m,2.0,supplement,eye health,,,,,,['supplement'],['eye health'],,,
magmind,,,,m,1.0,supplement,brain health,,,,,,['supplement'],['brain health'],,,
magnesia,,,,m,1.0,supplement,magnesium,,,,,,['supplement'],['magnesium'],,,
magnesio,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
magnesium,,,,m,1.0,supplement,magnesium,,,,,,['supplement'],['magnesium'],,,
magnesium chloride,,,,m,2.0,supplement,"magnesium, diabetes, hypertension, osteoporosis, migraine",,,,,,['supplement'],"['magnesium', 'diabetes', 'hypertension', 'osteoporosis', 'migraine']",,,
magnesium citrate,,,,m,2.0,supplement,constipation,laxative,,,,,['supplement'],['constipation'],['laxative'],,
magnesium glycinate,,,,m,2.0,supplement,"anxiety, bone health, diabetes",,,,,,['supplement'],"['anxiety', 'bone health', 'diabetes']",,,
magnesium malate,,,,m,2.0,supplement,"magnesium, headache, migraine",,,,,,['supplement'],"['magnesium', 'headache', 'migraine']",,,
magnesium vitamin,,,,m,2.0,supplement,magnesium,,,,,,['supplement'],['magnesium'],,,
manganese,,,,m,1.0,supplement,manganese deficiency,,,,,,['supplement'],['manganese deficiency'],,,
marjoram,,,,m,1.0,supplement,"runny nose, cough, cold",,,,,,['supplement'],"['runny nose', 'cough', 'cold']",,,
maxide,triamterene,,,m,1.0,prescription,"hypertension, edema",diuretic,,diuretics,,,['prescription'],"['hypertension', 'edema']",['diuretic'],,['diuretics']
mct oil,,,,m,2.0,supplement,weight loss,,,,,,['supplement'],['weight loss'],,,
mcts,,medium chain triglycerides,medium chain triglycerides,m,1.0,supplement,weight loss,,,,,,['supplement'],['weight loss'],,,
mebeverine,,,,m,1.0,otc,"muscle spasm, stomach cramp",,,,,,['otc'],"['muscle spasm', 'stomach cramp']",,,
meclizine,meclizine,,,m,1.0,"prescription, otc","motion sickness, vertigo",,,,,,"['prescription', 'otc']","['motion sickness', 'vertigo']",,,
medd,morphine,,,m,1.0,prescription,pain relief,morphine equivalent daily dose,,,,,['prescription'],['pain relief'],['morphine equivalent daily dose'],,
medication,,,,m,1.0,category,general health,,,,,,['category'],['general health'],,,
medicine,,,,m,1.0,category,general health,,,,,,['category'],['general health'],,,
megahydrate,,,,m,1.0,supplement,"general health, antioxidant",,,,,,['supplement'],"['general health', 'antioxidant']",,,
meganeuron,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
melatonin,,,,m,1.0,supplement,"sleep, insomnia",,,,,,['supplement'],"['sleep', 'insomnia']",,,
melatonin forte,,,,m,2.0,supplement,"sleep, insomnia",,,,,,['supplement'],"['sleep', 'insomnia']",,,
meldonium,mildronate,,,m,1.0,prescription,"angina, heart attack, heart failure",,,,,,['prescription'],"['angina', 'heart attack', 'heart failure']",,,
meloxicam,meloxicam,,,m,1.0,prescription,inflammation,,,,,,['prescription'],['inflammation'],,,
mercaptopurine,mercaptopurine,,,m,1.0,prescription,leukemia,chemotherapy,,,,,['prescription'],['leukemia'],['chemotherapy'],,
meriva,,,,m,1.0,supplement,antioxidant,,curcumin,,,,['supplement'],['antioxidant'],,['curcumin'],
meriva sf,thorne,,,m,2.0,supplement,antioxidant,,curcumin,,,,['supplement'],['antioxidant'],,['curcumin'],
mesalamine,mesalamine,,,m,1.0,prescription,ulcerative colitis,,,,,,['prescription'],['ulcerative colitis'],,,
mesalazine,mesalamine,,,m,1.0,prescription,"ulcerative colitis, crohns disease",,,,,,['prescription'],"['ulcerative colitis', 'crohns disease']",,,
metabolic thyro,,,,m,2.0,supplement,thyroid health,,,,,,['supplement'],['thyroid health'],,,
metamucil,,,,m,1.0,supplement,digestive health,,,,,,['supplement'],['digestive health'],,,
metformin,metformin,,,m,1.0,prescription,"diabetes, polycystic ovary syndrome",,biguanide,,,,['prescription'],"['diabetes', 'polycystic ovary syndrome']",,['biguanide'],
methadone,methadone,,,m,1.0,prescription,"pain relief, opioid use disorder",,,,,,['prescription'],"['pain relief', 'opioid use disorder']",,,
methimazole,methimazole,,,m,1.0,prescription,hyperthyroidism,,,,,,['prescription'],['hyperthyroidism'],,,
methocarbamol,methocarbamol,,,m,1.0,prescription,"muscle spasm, muscle pain",,,,,,['prescription'],"['muscle spasm', 'muscle pain']",,,
methyl b,,,,m,2.0,supplement,metabolic health,,,,,,['supplement'],['metabolic health'],,,
methylfolate,,,,m,1.0,supplement,brain health,,,,,,['supplement'],['brain health'],,,
methylphenidate,methylphenidate,,,m,1.0,prescription,"adhd, narcolepsy",,,,,,['prescription'],"['adhd', 'narcolepsy']",,,
methylprednisolone,methylprednisolone,,,m,1.0,prescription,"inflammation, arthritis, asthma, allergy",,,,,,['prescription'],"['inflammation', 'arthritis', 'asthma', 'allergy']",,,
metoprolol,metoprolol,,,m,1.0,prescription,"hypertension, angina",,,beta-blocker,,,['prescription'],"['hypertension', 'angina']",,,['beta-blocker']
metronidazole,metronidazole,,,m,1.0,prescription,"bacterial infection, ulcer",,,,,,['prescription'],"['bacterial infection', 'ulcer']",,,
micardis,telmisartan,,,m,1.0,prescription,hypertension,,,ARB,,,['prescription'],['hypertension'],,,['ARB']
microgestin fe,birth control,,,m,2.0,prescription,contraceptive,,,,,,['prescription'],['contraceptive'],,,
midol,,,,m,1.0,"otc, brand","period symptoms, cramps, bloating, fatigue, water weight gain, backache",,,,,,"['otc', 'brand']","['period symptoms', 'cramps', 'bloating', 'fatigue', 'water weight gain', 'backache']",,,
migrelief,migrelief,,,m,1.0,supplement,migraine,,,,,,['supplement'],['migraine'],,,
milk thistle,,milk thistle,,m,2.0,supplement,general health,,,,,v,['supplement'],['general health'],,,
minoxidil,,,,m,1.0,supplement,"hepatitis, cirrhosis, jaundice, diabetes, indigestion",,,,,,['supplement'],"['hepatitis', 'cirrhosis', 'jaundice', 'diabetes', 'indigestion']",,,
miralax,,,,m,1.0,otc,constipation,,,,,,['otc'],['constipation'],,,
mirtazapine,mirtazapine,,,m,1.0,prescription,depression,,,,,,['prescription'],['depression'],,,
moclobemide,moclobemide,,,m,1.0,prescription,depression,,,,,,['prescription'],['depression'],,,
modafinil,modafinil,,,m,1.0,prescription,"narcolepsy, shift work sleep disorder",,,,,,['prescription'],"['narcolepsy', 'shift work sleep disorder']",,,
mometasone,,,,m,1.0,otc,"inflammation, psoriasis, eczema",mometasone furoate,,,,,['otc'],"['inflammation', 'psoriasis', 'eczema']",['mometasone furoate'],,
mometasone furoate,,,,m,2.0,otc,"inflammation, psoriasis, eczema",mometasone,,,,,['otc'],"['inflammation', 'psoriasis', 'eczema']",['mometasone'],,
montelukast,montelukast,,,m,1.0,prescription,asthma,leukotriene receptor antagonist,,,,,['prescription'],['asthma'],['leukotriene receptor antagonist'],,
motrin,ibuprofen,,,m,1.0,"prescription, otc","pain relief, fever",,,,,,"['prescription', 'otc']","['pain relief', 'fever']",,,
msm,,,methylsulfonylmethane,m,1.0,supplement,"joint pain, inflammation",,methylsulfonylmethane,,,,['supplement'],"['joint pain', 'inflammation']",,['methylsulfonylmethane'],
mucinex,,,,m,1.0,otc,"cold, flu, congestion",,,,,,['otc'],"['cold', 'flu', 'congestion']",,,
multi vitamin,,,,m,2.0,category,general health,,,,,,['category'],['general health'],,,
multi vitamin sport,,,,m,3.0,supplement,general health,,,,,,['supplement'],['general health'],,,
multimineral,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
multivitamin,,,,m,1.0,category,general health,,,,,,['category'],['general health'],,,
mvi,multivitamin injection,,,m,1.0,prescription,general health,multivitamin injection,,,,,['prescription'],['general health'],['multivitamin injection'],,
mycocholest,,,,m,1.0,supplement,hypercholesterolaemia,,,,,,['supplement'],['hypercholesterolaemia'],,,
mycophenolate,mycophenolic acid,,,m,1.0,prescription,organ transplant,,,,,,['prescription'],['organ transplant'],,,
mydayis,dextroamphetamine,,,m,1.0,prescription,adhd,,,,,,['prescription'],['adhd'],,,
myo inositol,,,,m,2.0,supplement,"metabolic syndrome, polycystic ovary syndrome",,,,,,['supplement'],"['metabolic syndrome', 'polycystic ovary syndrome']",,,
n acetyl cysteine,,,,m,3.0,supplement,"cough, tylenol poisoning",,nac,,,,['supplement'],"['cough', 'tylenol poisoning']",,['nac'],
nac,,,,m,1.0,supplement,"cough, tylenol poisoning",,n acetyl cysteine,,,,['supplement'],"['cough', 'tylenol poisoning']",,['n acetyl cysteine'],
nacl,,,,m,1.0,supplement,dehydration,,salt,,,,['supplement'],['dehydration'],,['salt'],
nad,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
naltrexone,naltrexone,,,m,1.0,prescription,"opioid use disorder, alcohol use disorder",,,,,,['prescription'],"['opioid use disorder', 'alcohol use disorder']",,,
nam cold,,,,m,2.0,otc,"congestion, cold",,,,,,['otc'],"['congestion', 'cold']",,,
naproxen,naproxen,,,m,1.0,"prescription, otc","pain relief, inflammation",,,,,,"['prescription', 'otc']","['pain relief', 'inflammation']",,,
nasacort,,,,m,1.0,otc,"congestion, cold",,,,,,['otc'],"['congestion', 'cold']",,,
nasal spray,,,,m,2.0,category,"itching, congestion",antihistamine,,,,,['category'],"['itching', 'congestion']",['antihistamine'],,
nasalcort aq,,,,m,2.0,otc,allergy,,,,,,['otc'],['allergy'],,,
natifem,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
nature throid,thyroid extract,,,m,2.0,prescription,hypothyroidism,,,,,,['prescription'],['hypothyroidism'],,,
neocell collagen powder,neocell,collagen powder,,m,3.0,supplement,collagen production,,,,,,['supplement'],['collagen production'],,,
nervefix,,,,m,1.0,otc,pain relief,,,,,,['otc'],['pain relief'],,,
neuromium,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
neuromium ala plus,,,,m,3.0,supplement,general health,,,,,,['supplement'],['general health'],,,
neurontin,gabapentin,,,m,1.0,prescription,"partial seizure, neuropathic pain",gabapentin,,,,,['prescription'],"['partial seizure', 'neuropathic pain']",['gabapentin'],,
neuropaquell,,,,m,1.0,supplement,neuropathy,,,,,,['supplement'],['neuropathy'],,,
nexium,esomeprazole,,,m,1.0,"prescription,otc","acid reflux, ulcer, heartburn, cough",,esomeprazole,proton pump inhibitor,,,"['prescription,otc']","['acid reflux', 'ulcer', 'heartburn', 'cough']",,['esomeprazole'],['proton pump inhibitor']
niacel,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
niacin,niacin,,,m,1.0,"prescription, otc, supplement",hypercholesterolaemia,,,nicotinic acid,,,"['prescription', 'otc', 'supplement']",['hypercholesterolaemia'],,,['nicotinic acid']
niacinamide,,,,m,1.0,supplement,skin care,,,,,,['supplement'],['skin care'],,,
niagen,,,,m,1.0,supplement,general health,tru niagen,,,,,['supplement'],['general health'],['tru niagen'],,
nicotinamide,,,,m,1.0,supplement,"acne, rosacea",,,,,,['supplement'],"['acne', 'rosacea']",,,
nicotinamide riboside,,,,m,2.0,supplement,"hypercholesterolaemia, hypertension, alzheimer disease",,,,,,['supplement'],"['hypercholesterolaemia', 'hypertension', 'alzheimer disease']",,,
nifedipine,nifedipine,,,m,1.0,prescription,"angina, hypertension",,,calcium channel blocker,,,['prescription'],"['angina', 'hypertension']",,,['calcium channel blocker']
night time htp,,,,m,3.0,supplement,sleep,,,,,,['supplement'],['sleep'],,,
nmn,,,,m,1.0,supplement,"diabetes, brain health, heart health",,,,,,['supplement'],"['diabetes', 'brain health', 'heart health']",,,
nmn resveratrol,,,,m,2.0,supplement,"diabetes, brain health, heart health",,,,,,['supplement'],"['diabetes', 'brain health', 'heart health']",,,
nodol,,,,m,1.0,otc,"joint pain, edema",,,,,,['otc'],"['joint pain', 'edema']",,,
nootropics,,,,m,1.0,"category, supplement",brain health,,,,,,"['category', 'supplement']",['brain health'],,,
norco,hydrocodone,,,m,1.0,prescription,pain relief,hydrocodone,,,,,['prescription'],['pain relief'],['hydrocodone'],,
norqd,birth control,,,m,1.0,prescription,contraceptive,,,,,,['prescription'],['contraceptive'],,,
nortrel,,,,m,1.0,otc,contraceptive,,,,,,['otc'],['contraceptive'],,,
nortriptyline,nortriptyline,,,m,1.0,prescription,"nerve pain, depression",,,,,,['prescription'],"['nerve pain', 'depression']",,,
norvasc,amlodipine,,,m,1.0,prescription,"hypertension, angina, coronary artery disease",,,calcium channel blocker,,,['prescription'],"['hypertension', 'angina', 'coronary artery disease']",,,['calcium channel blocker']
norvir,ritonavir,,,m,1.0,prescription,hiv,,,,,,['prescription'],['hiv'],,,
novolin r,insulin,,,m,2.0,"prescription, otc",diabetes,,,,,,"['prescription', 'otc']",['diabetes'],,,
novolog,insulin,,,m,1.0,prescription,diabetes,,,,,,['prescription'],['diabetes'],,,
novopulmon,budesonide,,,m,1.0,prescription,asthma,,,,,,['prescription'],['asthma'],,,
np thyroid,thyroid extract,,,m,2.0,prescription,hypothyroidism,,,,,,['prescription'],['hypothyroidism'],,,
nurofen,ibuprofen,,,m,1.0,prescription,pain relief,,,,,,['prescription'],['pain relief'],,,
nutrafol,,,,m,1.0,supplement,hair growth,,,,,,['supplement'],['hair growth'],,,
nutraview,,,,m,1.0,supplement,eye health,,,,,,['supplement'],['eye health'],,,
nutrilite pm pack,nutrilite,,,m,3.0,supplement,general health,,,,,,['supplement'],['general health'],,,
nuvigil,armodafinil,,,m,1.0,prescription,"sleepiness, narcolepsy, sleep apnea, osahs",,armodafinil,,,,['prescription'],"['sleepiness', 'narcolepsy', 'sleep apnea', 'osahs']",,['armodafinil'],
nyquil,,,,m,1.0,otc,"cough, cold, flu, congestion",,,,,,['otc'],"['cough', 'cold', 'flu', 'congestion']",,,
nystatin,nystatin,,,m,1.0,"prescription, otc",fungal infection,,,,,,"['prescription', 'otc']",['fungal infection'],,,
ocuvite,,,,m,1.0,supplement,eye health,,,,,,['supplement'],['eye health'],,,
olmesartan,olmesartan,,,m,1.0,prescription,hypertension,,,ARB,,,['prescription'],['hypertension'],,,['ARB']
olmesartan medoxomil,olmesartan,,,m,2.0,prescription,hypertension,olmesartan,,ARB,,,['prescription'],['hypertension'],['olmesartan'],,['ARB']
omacor,,,,m,1.0,otc,"heart health, coronary artery disease",,,,,,['otc'],"['heart health', 'coronary artery disease']",,,
omega,,,omega-3,m,1.0,supplement,heart health,,,,,,['supplement'],['heart health'],,,
omega essential fatty acid,,,,m,4.0,supplement,heart health,,,,,,['supplement'],['heart health'],,,
omega fish oil,,,,m,3.0,supplement,heart health,,,,,,['supplement'],['heart health'],,,
omega vitamin,,,,m,2.0,supplement,heart health,,,,,,['supplement'],['heart health'],,,
omegabrite,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
omeprazole,omeprazole,,,m,1.0,"prescription, otc","gerd, ulcer",,,proton pump inhibitor,,,"['prescription', 'otc']","['gerd', 'ulcer']",,,['proton pump inhibitor']
onnit day pack,,,,m,3.0,supplement,general health,,,,,,['supplement'],['general health'],,,
onnit tpc,,,,m,2.0,supplement,general health,,,,,,['supplement'],['general health'],,,
opc,,,,m,1.0,supplement,"heart health, immune support",,,,,,['supplement'],"['heart health', 'immune support']",,,
optivite,,,,m,1.0,supplement,"premenstrual syndrome, dietary supplement",,,,,,['supplement'],"['premenstrual syndrome', 'dietary supplement']",,,
optivite vitamin,,,,m,2.0,supplement,"premenstrual syndrome, dietary supplement",,,,,,['supplement'],"['premenstrual syndrome', 'dietary supplement']",,,
ospemifene,ospemifene,,,m,1.0,prescription,"vaginal dryness, menopause",osphena,,,,,['prescription'],"['vaginal dryness', 'menopause']",['osphena'],,
osphena,ospemifene,,,m,1.0,prescription,"vaginal dryness, menopause",ospemifene,,,,,['prescription'],"['vaginal dryness', 'menopause']",['ospemifene'],,
osteo biflex,,,,m,2.0,supplement,joint health,,,,,,['supplement'],['joint health'],,,
osteo biotect,,,,m,2.0,supplement,bone health,,,,,,['supplement'],['bone health'],,,
ox bile,,,,m,2.0,supplement,liver health,,,,,,['supplement'],['liver health'],,,
oxazepam,oxazepam,,,m,1.0,prescription,anxiety,,,,,,['prescription'],['anxiety'],,,
oxcarbazepine,oxcarbazepine,,,m,1.0,prescription,partial seizure,,,,,,['prescription'],['partial seizure'],,,
oxybutynin,oxybutynin,,,m,1.0,prescription,"overactive bladder, spina bifida",,,,,,['prescription'],"['overactive bladder', 'spina bifida']",,,
oxycodone,oxycodone,,,m,1.0,prescription,pain relief,,,,,,['prescription'],['pain relief'],,,
oxycontin,oxycodone,,,m,1.0,prescription,pain relief,,,,,,['prescription'],['pain relief'],,,
pain medication,,,,m,2.0,category,pain relief,,,,,,['category'],['pain relief'],,,
painkiller,,,,m,1.0,category,pain relief,,,,,,['category'],['pain relief'],,,
panadol,,,,m,1.0,otc,"pain relief, fever",,"tylenol, acetaminophen",,,,['otc'],"['pain relief', 'fever']",,"['tylenol', 'acetaminophen']",
pancreatin,,,,m,1.0,"otc, supplement",indigestion,,,,,,"['otc', 'supplement']",['indigestion'],,,
pantoprazole,pantoprazole,,,m,1.0,"prescription, otc","gerd, ulcer, heartburn, acid reflux",,,proton pump inhibitor,,,"['prescription', 'otc']","['gerd', 'ulcer', 'heartburn', 'acid reflux']",,,['proton pump inhibitor']
pantothenic acid,,,,m,2.0,supplement,pantothenic acid deficiency,,,,,,['supplement'],['pantothenic acid deficiency'],,,
paracetamol,,,,m,1.0,otc,"pain relief, fever",,acetaminophen,,,,['otc'],"['pain relief', 'fever']",,['acetaminophen'],
paralen,,,,m,1.0,otc,fever,,,,,,['otc'],['fever'],,,
paroxetine,paroxetine,,,m,1.0,prescription,depression,,,,,,['prescription'],['depression'],,,
paxil,paroxetine,,,m,1.0,prescription,"depression, panic disorder, social anxiety disorder",,,,,,['prescription'],"['depression', 'panic disorder', 'social anxiety disorder']",,,
pectasol c,,,,m,2.0,supplement,general health,,,,,,['supplement'],['general health'],,,
penecillin,penecillin,,,m,1.0,prescription,bacterial infection,,,,,,['prescription'],['bacterial infection'],,,
pepcid,famotidine,,,m,1.0,"prescription, otc","gerd, heartburn",,,histamine 2 receptor antagonist,,,"['prescription', 'otc']","['gerd', 'heartburn']",,,['histamine 2 receptor antagonist']
peptide,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
pepzin gi,,,,m,2.0,supplement,digestive health,,,,,,['supplement'],['digestive health'],,,
percocet,oxycodone,,,m,1.0,prescription,pain relief,,,,,,['prescription'],['pain relief'],,,
perindopril,perindopril,,,m,1.0,prescription,hypertension,,,ACE-inhibitor,,,['prescription'],['hypertension'],,,['ACE-inhibitor']
perindopril amlodipine,perindopril,,,m,2.0,prescription,hypertension,,,ACE-inhibitor,,,['prescription'],['hypertension'],,,['ACE-inhibitor']
phen,phentermine,,,m,1.0,prescription,weight loss,,phendimetrazine,,,,['prescription'],['weight loss'],,['phendimetrazine'],
phentermine,phentermine,,,m,1.0,prescription,weight loss,,,,,,['prescription'],['weight loss'],,,
phosphatidylserine,,,,m,1.0,supplement,brain health,,,,,,['supplement'],['brain health'],,,
phyto adr,,,,m,2.0,supplement,adrenal gland health,,,,,,['supplement'],['adrenal gland health'],,,
pioglitazone,pioglitazone,,,m,1.0,prescription,diabetes,,,,,,['prescription'],['diabetes'],,,
piperine,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
pitavastatin,pitavastatin,,,m,1.0,prescription,hypercholesterolaemia,,,statin,,,['prescription'],['hypercholesterolaemia'],,,['statin']
plant sterol,,,,m,2.0,supplement,hypercholesterolaemia,,,,,,['supplement'],['hypercholesterolaemia'],,,
plaquenil,hydroxychloroquine,,,m,1.0,prescription,"arthritis, lupus",,,,,,['prescription'],"['arthritis', 'lupus']",,,
plavix,clopidogrel,,,m,1.0,prescription,blood clot,clopidogrel,,,,,['prescription'],['blood clot'],['clopidogrel'],,
plexus slim,plexus slim,,,m,2.0,supplement,weight loss,,,,,,['supplement'],['weight loss'],,,
policosanol,,,,m,1.0,supplement,"leg pain, hypercholesterolaemia, heart disease",,,,,,['supplement'],"['leg pain', 'hypercholesterolaemia', 'heart disease']",,,
polyphenol,,,,m,1.0,supplement,antioxidant,,,,,,['supplement'],['antioxidant'],,,
polyphenols,,,,m,1.0,supplement,antioxidant,,,,,,['supplement'],['antioxidant'],,,
polyphenomenal,,,,m,1.0,supplement,"antioxidant, general health",,,,,,['supplement'],"['antioxidant', 'general health']",,,
polyreserveratrol sr,,,,m,2.0,supplement,general health,,,,,,['supplement'],['general health'],,,
potassium,potassium,,,m,1.0,"prescription, otc",potassium deficiency,,,,,,"['prescription', 'otc']",['potassium deficiency'],,,
pqq,,,,m,1.0,supplement,mental health,,pyrroloquinoline quinone,,,,['supplement'],['mental health'],,['pyrroloquinoline quinone'],
pradaxa,dabigatran,,,m,1.0,prescription,blood clot,,,,,,['prescription'],['blood clot'],,,
pramipexole,,,,m,1.0,supplement,parkinsons disease,,,,,,['supplement'],['parkinsons disease'],,,
pravastatin,pravastatin,,,m,1.0,prescription,hypercholesterolaemia,,,statin,,,['prescription'],['hypercholesterolaemia'],,,['statin']
prebiotic,,,,m,1.0,supplement,digestive health,,,,,,['supplement'],['digestive health'],,,
prednisolone,prednisolone,,,m,1.0,prescription,"inflammation, arthritis, asthma, lupus, multiple sclerosis",,,,,,['prescription'],"['inflammation', 'arthritis', 'asthma', 'lupus', 'multiple sclerosis']",,,
prednisone,prednisone,,,m,1.0,prescription,"corticosteroid, multiple sclerosis, arthritis",,,,,,['prescription'],"['corticosteroid', 'multiple sclerosis', 'arthritis']",,,
pregabalin,pregabalin,,,m,1.0,prescription,"pain relief, diabetes, postherpetic neuralgia, fibromyalgia",,,,,,['prescription'],"['pain relief', 'diabetes', 'postherpetic neuralgia', 'fibromyalgia']",,,
pregnenolone,,,,m,1.0,supplement,general health,,,,,,['supplement'],['general health'],,,
premarin,conjugated estrogen,,,m,1.0,prescription,menopause,,,,,,['prescription'],['menopause'],,,
premphase,conjugated estrogen,,,m,1.0,prescription,menopause,,,,,,['prescription'],['menopause'],,,
prempro,conjugated estrogen,,,m,1.0,prescription,menopause,,,,,,['prescription'],['menopause'],,,
prenatal multivitamin,,,,m,2.0,supplement,general health,,,,,,['supplement'],['general health'],,,
prenatal vitamin,,,,m,2.0,supplement,general health,,,,,,['supplement'],['general health'],,,
prescription,,,,m,1.0,category,general health,,,,,,['category'],['general health'],,,
preservision,,,,m,1.0,brand,eye health,,,,,,['brand'],['eye health'],,,
prevacid,lansoprazole,,,m,1.0,"prescription, otc","gerd, heartburn",,,proton pump inhibitor,,,"['prescription', 'otc']","['gerd', 'heartburn']",,,['proton pump inhibitor']
prilosec,,,,m,1.0,otc,gerd,,,,,,['otc'],['gerd'],,,
primrose oil,,,,m,2.0,supplement,"premenstrual syndrome, menopause, arthritis",,,,,,['supplement'],"['premenstrual syndrome', 'menopause', 'arthritis']",,,
pristiq,desvenlafaxine,,,m,1.0,prescription,depression,,,,,,['prescription'],['depression'],,,
probiotic,,,,m,1.0,category,digestive health,,,,,,['category'],['digestive health'],,,
procapil,,,,m,1.0,supplement,hair loss,,,,,,['supplement'],['hair loss'],,,
progesterone,progesterone,,,m,1.0,prescription,"regulate menstrual cycle, maintain pregnancy",female hormone,,,,,['prescription'],"['regulate menstrual cycle', 'maintain pregnancy']",['female hormone'],,
progynova,hormone replacement therapy,,,m,1.0,prescription,menopause,,,,,,['prescription'],['menopause'],,,
prometrium,progesterone,,,m,1.0,prescription,menopause,,,,,,['prescription'],['menopause'],,,
propafenone,propafenone,,,m,1.0,prescription,arrhythmia,,,,,,['prescription'],['arrhythmia'],,,
propolis,,,,m,1.0,supplement,"skin care, inflammation",,,,,,['supplement'],"['skin care', 'inflammation']",,,
propranolol,propranolol,,,m,1.0,prescription,"hypertension, arrhythmia, angina, heart disease",,,,,,['prescription'],"['hypertension', 'arrhythmia', 'angina', 'heart disease']",,,
propylthiouracil,propylthiouracil,,,m,1.0,prescription,hyperthyroidism,,,,,,['prescription'],['hyperthyroidism'],,,
protonix,pantoprazole,,,m,1.0,"prescription, otc","acid reflux, cough, heartburn, gerd",,,proton pump inhibitor,,,"['prescription', 'otc']","['acid reflux', 'cough', 'heartburn', 'gerd']",,,['proton pump inhibitor']
provex cv,,,,m,2.0,supplement,heart health,,,,,,['supplement'],['heart health'],,,
prozac,fluoxetine,,,m,1.0,prescription,"depression, panic attack, obsessive compulsive disorder, bulimia, premenstrual syndrome",,,,,,['prescription'],"['depression', 'panic attack', 'obsessive compulsive disorder', 'bulimia', 'premenstrual syndrome']",,,
pseudoephedrine,,,,m,1.0,otc,congestion,,,,,,['otc'],['congestion'],,,
psyllium,,,,m,1.0,supplement,"constipation, diarrhea",,,,,,['supplement'],"['constipation', 'diarrhea']",,,
psyllium husk,,psyllium husk,psyllium husk,m,2.0,supplement,"constipation, diarrhea",,,,,,['supplement'],"['constipation', 'diarrhea']",,,
pterostilbene,,,,m,1.0,supplement,"antioxidant, inflammation, pain relief",,,,,,['supplement'],"['antioxidant', 'inflammation', 'pain relief']",,,
puritan pride,puritan's pride,supplements,,m,2.0,brand,general health,,,,,,['brand'],['general health'],,,
pycnogenol,,,,m,1.0,supplement,antioxidant,,,,,,['supplement'],['antioxidant'],,,
pygeum,,,,m,1.0,supplement,benign prostatic hyperplasia,,,,,,['supplement'],['benign prostatic hyperplasia'],,,
pyridoxal phosphate,,,,m,2.0,supplement,general health,,,,,,['supplement'],['general health'],,,
pyridoxin,,,,m,1.0,"otc, supplement",general health,,,,,,"['otc', 'supplement']",['general health'],,,
qlaira,birth control,,,m,1.0,prescription,contraceptive,,,,,,['prescription'],['contraceptive'],,,
qnasl,beclometasone,,,m,1.0,prescription,allergy,,,,,,['prescription'],['allergy'],,,
quercetin,,,,m,1.0,supplement,"antioxidant, inflammation",,,,,,['supplement'],"['antioxidant', 'inflammation']",,,
quest mct,quest mct,,,m,2.0,supplement,general health,,,,,,['supplement'],['general health'],,,
questran,cholestyramine,,,m,1.0,prescription,hypercholesterolaemia,,,bile acid sequestrants,,,['prescription'],['hypercholesterolaemia'],,,['bile acid sequestrants']
quetiapine,quetiapine,,,m,1.0,prescription,"schizophrenia, acute manic episode, depression",seroquel,,,,,['prescription'],"['schizophrenia', 'acute manic episode', 'depression']",['seroquel'],,
quinapril,quinapril,,,m,1.0,prescription,hypertension,,,ACE-inhibitor,,,['prescription'],['hypertension'],,,['ACE-inhibitor']
qvar,beclometasone,,,m,1.0,prescription,asthma,,,,,,['prescription'],['asthma'],,,
rabeprazole,rabeprazole,,,m,1.0,prescription,gerd,,,proton pump inhibitor,,,['prescription'],['gerd'],,,['proton pump inhibitor']
ramipril,ramipril,,,m,1.0,prescription,"hypertension, heart failure, kidney disease",,,ACE-inhibitor,,,['prescription'],"['hypertension', 'heart failure', 'kidney disease']",,,['ACE-inhibitor']
