gram_key,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list,tag6,tag7
propolis,m,1,supplement,"skin care, inflammation",,,,['supplement'],"['skin care', 'inflammation']",,,,,
propranolol,m,1,prescription,"hypertension, arrhythmia, angina, heart disease",,,,['prescription'],"['hypertension', 'arrhythmia', 'angina', 'heart disease']",,,,,
propylthiouracil,m,1,prescription,hyperthyroidism,,,,['prescription'],['hyperthyroidism'],,,,,
protonix,m,1,"prescription, otc","acid reflux, cough, heartburn, gerd",,,proton pump inhibitor,"['prescription', 'otc']","['acid reflux', 'cough', 'heartburn', 'gerd']",,,['proton pump inhibitor'],,
provex cv,m,2,supplement,heart health,,,,['supplement'],['heart health'],,,,,
prozac,m,1,prescription,"depression, panic attack, obsessive compulsive disorder, bulimia, premenstrual syndrome",,,,['prescription'],"['depression', 'panic attack', 'obsessive compulsive disorder', 'bulimia', 'premenstrual syndrome']",,,,,
pseudoephedrine,m,1,otc,congestion,,,,['otc'],['congestion'],,,,,
psyllium,m,1,supplement,"constipation, diarrhea",,,,['supplement'],"['constipation', 'diarrhea']",,,,,
psyllium husk,m,2,supplement,"constipation, diarrhea",,,,['supplement'],"['constipation', 'diarrhea']",,,,,
pterostilbene,m,1,supplement,"antioxidant, inflammation, pain relief",,,,['supplement'],"['antioxidant', 'inflammation', 'pain relief']",,,,,
puritan pride,m,2,brand,general health,,,,['brand'],['general health'],,,,,
pycnogenol,m,1,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
pygeum,m,1,supplement,benign prostatic hyperplasia,,,,['supplement'],['benign prostatic hyperplasia'],,,,,
pyridoxal phosphate,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
pyridoxin,m,1,"otc, supplement",general health,,,,"['otc', 'supplement']",['general health'],,,,,
qlaira,m,1,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
qnasl,m,1,prescription,allergy,,,,['prescription'],['allergy'],,,,,
quercetin,m,1,supplement,"antioxidant, inflammation",,,,['supplement'],"['antioxidant', 'inflammation']",,,,,
quest mct,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
questran,m,1,prescription,hypercholesterolaemia,,,bile acid sequestrants,['prescription'],['hypercholesterolaemia'],,,['bile acid sequestrants'],,
quetiapine,m,1,prescription,"schizophrenia, acute manic episode, depression",seroquel,,,['prescription'],"['schizophrenia', 'acute manic episode', 'depression']",['seroquel'],,,,
quinapril,m,1,prescription,hypertension,,,ACE-inhibitor,['prescription'],['hypertension'],,,['ACE-inhibitor'],,
qvar,m,1,prescription,asthma,,,,['prescription'],['asthma'],,,,,
rabeprazole,m,1,prescription,gerd,,,proton pump inhibitor,['prescription'],['gerd'],,,['proton pump inhibitor'],,
ramipril,m,1,prescription,"hypertension, heart failure, kidney disease",,,ACE-inhibitor,['prescription'],"['hypertension', 'heart failure', 'kidney disease']",,,['ACE-inhibitor'],,
ranitidine,m,1,"prescription, otc","ulcer, gerd",,,histamine 2 receptor antagonist,"['prescription', 'otc']","['ulcer', 'gerd']",,,['histamine 2 receptor antagonist'],,
reactine,m,1,otc,allergy,,,,['otc'],['allergy'],,,,,
red rice yeast,m,3,supplement,hypercholesterolaemia,,,,['supplement'],['hypercholesterolaemia'],,,,,
red rice yeast pill,m,4,supplement,hypercholesterolaemia,,,,['supplement'],['hypercholesterolaemia'],,,,,
redmond relyte,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
relora,m,1,supplement,stress,,,,['supplement'],['stress'],,,,,
remifemin,m,1,otc,menopause,,,,['otc'],['menopause'],,,,,
resotran,m,1,prescription,constipation,,,,['prescription'],['constipation'],,,,,
restasis,m,1,prescription,dry eye,,,,['prescription'],['dry eye'],,,,,
restore,m,1,otc,constipation,,,,['otc'],['constipation'],,,,,
restorelife,m,1,brand,general health,,,,['brand'],['general health'],,,,,
resveratrol,m,1,supplement,hypertension,,,,['supplement'],['hypertension'],,,,,
reveracel,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
revia,m,1,prescription,"alcohol use disorder, opioid use disorder",,,,['prescription'],"['alcohol use disorder', 'opioid use disorder']",,,,,
revive active,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
rhodiola,m,1,supplement,"anxiety, depression, stress",,,,['supplement'],"['anxiety', 'depression', 'stress']",,,,,
riboflavin,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
rifaximin,m,1,prescription,"diarrhea, hepatic encephalopathy, irritable bowel syndrome",,,,['prescription'],"['diarrhea', 'hepatic encephalopathy', 'irritable bowel syndrome']",,,,,
risperdal,m,1,prescription,"schizophrenia, bipolar disorder",,,,['prescription'],"['schizophrenia', 'bipolar disorder']",,,,,
risperidone,m,1,prescription,"schizophrenia, bipolar disorder",,,,['prescription'],"['schizophrenia', 'bipolar disorder']",,,,,
ritalin,m,1,prescription,"adhd, narcolepsy",,,,['prescription'],"['adhd', 'narcolepsy']",,,,,
rivaroxaban,m,1,prescription,"blood clot, atrial fibrillation",,,,['prescription'],"['blood clot', 'atrial fibrillation']",,,,,
robaxin,m,1,prescription,muscle pain,,,,['prescription'],['muscle pain'],,,,,
rosuvastatin,m,1,prescription,hypercholesterolaemia,statin,,statin,['prescription'],['hypercholesterolaemia'],['statin'],,['statin'],,
saccharomyces boulardii,m,2,supplement,diarrhea,,,,['supplement'],['diarrhea'],,,,,
salazopyrin,m,1,prescription,"ulcerative colitis, crohns disease, inflammatory bowel disease",,,,['prescription'],"['ulcerative colitis', 'crohns disease', 'inflammatory bowel disease']",,,,,
salbutamol,m,1,prescription,"asthma, chronic obstructive pulmonary disease",,,,['prescription'],"['asthma', 'chronic obstructive pulmonary disease']",,,,,
salures,m,1,prescription,hypertension,,,diuretics (thiazide),['prescription'],['hypertension'],,,['diuretics (thiazide)'],,
savella,m,1,prescription,fibromyalgia,,,,['prescription'],['fibromyalgia'],,,,,
saw palmetto,m,2,supplement,benign prostatic hyperplasia,,,,['supplement'],['benign prostatic hyperplasia'],,,,,
selenium,m,1,supplement,antioxidant,,,,['supplement'],['antioxidant'],,,,,
senokot,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
seretide,m,1,prescription,"asthma, chronic obstructive pulmonary disease",,,,['prescription'],"['asthma', 'chronic obstructive pulmonary disease']",,,,,
seroquel,m,1,prescription,"schizophrenia, acute manic episode, depression",quetiapine,,,['prescription'],"['schizophrenia', 'acute manic episode', 'depression']",['quetiapine'],,,,
seroxat,m,1,prescription,"depression, obessive compulsive disorder, panic attack, anxiety, ptsd",,,,['prescription'],"['depression', 'obessive compulsive disorder', 'panic attack', 'anxiety', 'ptsd']",,,,,
serrapeptase,m,1,supplement,inflammation,,,,['supplement'],['inflammation'],,,,,
sertraline,m,1,prescription,"depression, obsessive compulsive disorder, panic disorder",,,,['prescription'],"['depression', 'obsessive compulsive disorder', 'panic disorder']",,,,,
shroom tech immune,m,3,supplement,immune support,,,,['supplement'],['immune support'],,,,,
silica,m,1,supplement,collagen production,,,,['supplement'],['collagen production'],,,,,
silymarin,m,1,supplement,"liver disease, hepatitis",,,,['supplement'],"['liver disease', 'hepatitis']",,,,,
simbrinza,m,1,prescription,"open angle glaucoma, ocular hypertension",,,,['prescription'],"['open angle glaucoma', 'ocular hypertension']",,,,,
simbrinza eye drop,m,3,prescription,"open angle glaucoma, ocular hypertension",,,,['prescription'],"['open angle glaucoma', 'ocular hypertension']",,,,,
similase,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
simvastatin,m,1,prescription,cholesterol,statin,,,['prescription'],['cholesterol'],['statin'],,,,
sinemet,m,1,prescription,parkinsons disease,,,,['prescription'],['parkinsons disease'],,,,,
singulair,m,1,prescription,"asthma, hay fever, allergic rhinitis",,montelukast,,['prescription'],"['asthma', 'hay fever', 'allergic rhinitis']",,['montelukast'],,,
sinupret,m,1,supplement,"congestion, immune support",,,,['supplement'],"['congestion', 'immune support']",,,,,
skin supplement,m,2,category,skin care,,,,['category'],['skin care'],,,,,
sleep aid,m,2,category,sleep,,,,['category'],['sleep'],,,,,
slimvance,m,1,supplement,weight loss,,,,['supplement'],['weight loss'],,,,,
slippery elm,m,2,supplement,"inflammation, cough, sore throat",,,,['supplement'],"['inflammation', 'cough', 'sore throat']",,,,,
sod,m,1,supplement,"antioxidant, skin care",,superoxide dismutase,,['supplement'],"['antioxidant', 'skin care']",,['superoxide dismutase'],,,
solgar vm prime adult,m,4,supplement,general health,,,,['supplement'],['general health'],,,,,
somac,m,1,prescription,"gerd, zollinger ellison syndrome, ulcer",,,proton pump inhibitor,['prescription'],"['gerd', 'zollinger ellison syndrome', 'ulcer']",,,['proton pump inhibitor'],,
sorvasta,m,1,prescription,"hypercholesterolaemia, heart disease, diabetes",,,statin,['prescription'],"['hypercholesterolaemia', 'heart disease', 'diabetes']",,,['statin'],,
spasmex,m,1,prescription,urinary bladder impairment,,,,['prescription'],['urinary bladder impairment'],,,,,
spectravite,m,1,supplement,"vitamin deficiency, general health",,,,['supplement'],"['vitamin deficiency', 'general health']",,,,,
spermidine,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
spice,m,1,supplement,"inflammation, joint health",,,,['supplement'],"['inflammation', 'joint health']",,,,,
spiriva,m,1,prescription,"asthma, chronic obstructive pulmonary disease, bronchitis, emphysema",,,,['prescription'],"['asthma', 'chronic obstructive pulmonary disease', 'bronchitis', 'emphysema']",,,,,
spiriva respimat,m,2,prescription,"asthma, chronic obstructive pulmonary disease, bronchitis, emphysema",,,,['prescription'],"['asthma', 'chronic obstructive pulmonary disease', 'bronchitis', 'emphysema']",,,,,
spironolactone,m,1,prescription,"hyperaldosteronism, potassium deficiency, edema",,,,['prescription'],"['hyperaldosteronism', 'potassium deficiency', 'edema']",,,,,
sport glucosamine,m,2,supplement,joint pain,,,,['supplement'],['joint pain'],,,,,
sprintec,m,1,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
squalene,m,1,supplement,skin care,,,,['supplement'],['skin care'],,,,,
ssri,m,1,category,depression,,,,['category'],['depression'],,,,,
st johns wort,m,3,supplement,depression,,,,['supplement'],['depression'],,,,,
statin,m,1,"category, prescription",hypercholesterolaemia,,,statin,"['category', 'prescription']",['hypercholesterolaemia'],,,['statin'],,
stilnoct,m,1,prescription,insomnia,zolpidem,,,['prescription'],['insomnia'],['zolpidem'],,,,
stimbifid,m,1,otc,constipation,,,,['otc'],['constipation'],,,,,
stool softener,m,2,otc,constipation,,,,['otc'],['constipation'],,,,,
strattera,m,1,prescription,adhd,,,,['prescription'],['adhd'],,,,,
suboxone,m,1,prescription,opioid use disorder,,,,['prescription'],['opioid use disorder'],,,,,
succinic acid,m,2,supplement,"inflammation, skin care",,,,['supplement'],"['inflammation', 'skin care']",,,,,
sudafed,m,1,otc,"cold, congestion",,,,['otc'],"['cold', 'congestion']",,,,,
sulfasalazine,m,1,prescription,"rheumatoid arthritis, inflammatory bowel disease",,,,['prescription'],"['rheumatoid arthritis', 'inflammatory bowel disease']",,,,,
sulforaphane,m,1,supplement,"prostate cancer, cardiovascular disease, diabetes",,,,['supplement'],"['prostate cancer', 'cardiovascular disease', 'diabetes']",,,,,
sumatriptan,m,1,prescription,migraine,,,,['prescription'],['migraine'],,,,,
super c immune complex,m,4,supplement,general health,,,,['supplement'],['general health'],,,,,
super k,m,2,supplement,"bone health, heart health",,,,['supplement'],"['bone health', 'heart health']",,,,,
supergreens,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
superhd,m,1,supplement,weight loss,,,,['supplement'],['weight loss'],,,,,
supplement,m,1,"supplement, category",general health,,,,"['supplement', 'category']",['general health'],,,,,
supracal,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
symbicort,m,1,prescription,asthma,copd,inhaled steroid with long acting beta agonist,,['prescription'],['asthma'],['copd'],['inhaled steroid with long acting beta agonist'],,,
symprove,m,1,supplement,"general health, gut health, immune support",,,,['supplement'],"['general health', 'gut health', 'immune support']",,,,,
synbiotic,m,1,supplement,"general health, gut health",,,,['supplement'],"['general health', 'gut health']",,,,,
synthroid,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
tacrolimus,m,1,prescription,organ transplant,,,,['prescription'],['organ transplant'],,,,,
tadalafil,m,1,prescription,"erectile dysfunction, benign prostatic hyperplasia",,adcirca,,['prescription'],"['erectile dysfunction', 'benign prostatic hyperplasia']",,['adcirca'],,,
tagamet,m,1,"prescription, otc","ulcer, zollinger ellison syndrome, gerd",,,,"['prescription', 'otc']","['ulcer', 'zollinger ellison syndrome', 'gerd']",,,,,
tamoxifen,m,1,prescription,breast cancer,,,,['prescription'],['breast cancer'],,,,,
tamsulosin,m,1,prescription,benign prostatic hyperplasia,,,,['prescription'],['benign prostatic hyperplasia'],,,,,
taracyn,m,1,supplement,liver health,,,,['supplement'],['liver health'],,,,,
taurine,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
tegretol,m,1,brand,seizure,,,,['brand'],['seizure'],,,,,
telfast,m,1,otc,"allergy, hay fever",,,,['otc'],"['allergy', 'hay fever']",,,,,
tenormin,m,1,prescription,"hypertension, angina",,,beta-blocker,['prescription'],"['hypertension', 'angina']",,,['beta-blocker'],,
terazosin,m,1,prescription,benign prostatic hyperplasia,,,,['prescription'],['benign prostatic hyperplasia'],,,,,
terbinafine,m,1,prescription,"fungal infection, jock itch, athletes foot",antifungal,,,['prescription'],"['fungal infection', 'jock itch', 'athletes foot']",['antifungal'],,,,
terrazyme,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
testosterone,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
theanine,m,1,supplement,"brain health, anxiety, stress",,,,['supplement'],"['brain health', 'anxiety', 'stress']",,,,,
theracurmin,m,1,supplement,"osteoarthritis, pain relief, inflammation",,,,['supplement'],"['osteoarthritis', 'pain relief', 'inflammation']",,,,,
theracurmin hp,m,2,supplement,"osteoarthritis, pain relief, inflammation",,,,['supplement'],"['osteoarthritis', 'pain relief', 'inflammation']",,,,,
thimamine,m,1,supplement,"thiamine deficiency, wernicke korsakoff syndrome",,,,['supplement'],"['thiamine deficiency', 'wernicke korsakoff syndrome']",,,,,
thorne vitamin d k2,m,4,supplement,general health,,,,['supplement'],['general health'],,,,,
thrivagen,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
thyroid medication,m,2,category,"hypothyroidism, hyperthyroidism",,,,['category'],"['hypothyroidism', 'hyperthyroidism']",,,,,
thyronorm,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
thyroxine,m,1,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
tincture,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
tirosint,m,1,prescription,hypothyroidism,levothyroxine sodium,,,['prescription'],['hypothyroidism'],['levothyroxine sodium'],,,,
tizanidine,m,1,prescription,"muscle pain, multiple sclerosis",,,,['prescription'],"['muscle pain', 'multiple sclerosis']",,,,,
tmg,m,1,supplement,"heart disease, homocystinuria, liver disease, dry mouth",,,,['supplement'],"['heart disease', 'homocystinuria', 'liver disease', 'dry mouth']",,,,,
tolterodine,m,1,prescription,overactive bladder,,,,['prescription'],['overactive bladder'],,,,,
tongkat ali,m,2,supplement,"fever, erectile dysfunction, bacterial infection",longjack,,,['supplement'],"['fever', 'erectile dysfunction', 'bacterial infection']",['longjack'],,,,
topamax,m,1,prescription,"seizure, epilepsy, migraine",,,,['prescription'],"['seizure', 'epilepsy', 'migraine']",,,,,
topiramate,m,1,prescription,"epilepsy, migraine, weight loss",,,,['prescription'],"['epilepsy', 'migraine', 'weight loss']",,,,,
toplexil,m,1,otc,cough,,,,['otc'],['cough'],,,,,
toxaprevent,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
trace mineral,m,2,category,general health,,,,['category'],['general health'],,,,,
tramadol,m,1,prescription,pain relief,,,,['prescription'],['pain relief'],,,,,
tranexamic acid,m,2,prescription,blood clot,,,,['prescription'],['blood clot'],,,,,
trazodone,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
tremor medication,m,2,category,tremor,,,,['category'],['tremor'],,,,,
tresiba,m,1,otc,diabetes,,,,['otc'],['diabetes'],,,,,
triamterene,m,1,prescription,hypertension,,,diuretics,['prescription'],['hypertension'],,,['diuretics'],,
tribulus,m,1,supplement,"infertility, angina, benign prostatic hyperplasia",,,,['supplement'],"['infertility', 'angina', 'benign prostatic hyperplasia']",,,,,
trintellix,m,1,prescription,depression,vortioxetine,,,['prescription'],['depression'],['vortioxetine'],,,,
triphala,m,1,,,,,,,,,,,,
triprevifem,m,1,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
triprevifem birth control,m,3,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
tritace,m,1,prescription,hypertension,,,,['prescription'],['hypertension'],,,,,
tru niagen,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
trunad,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
truvada,m,1,prescription,"hiv, hepatitis",,,,['prescription'],"['hiv', 'hepatitis']",,,,,
tryptophan,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
tulsi,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
tums,m,1,otc,"heartburn, gerd",,,antacid,['otc'],"['heartburn', 'gerd']",,,['antacid'],,
turmeric,m,1,supplement,"osteoarthritis, pain relief, inflammation",,,,['supplement'],"['osteoarthritis', 'pain relief', 'inflammation']",,,,,
tylenol,m,1,otc,"pain relief, fever, headache",,,,['otc'],"['pain relief', 'fever', 'headache']",,,,,
tyrosine,m,1,supplement,phenylketonuria,l tyrosine,,,['supplement'],['phenylketonuria'],['l tyrosine'],,,,
ubiquinol,m,1,supplement,"hypertension, gum disease, angina, parkinsons disease, migraine",,coenzyme q10,,['supplement'],"['hypertension', 'gum disease', 'angina', 'parkinsons disease', 'migraine']",,['coenzyme q10'],,,
uceris,m,1,prescription,"inflammation, ulcerative colitis",,,,['prescription'],"['inflammation', 'ulcerative colitis']",,,,,
ucii,m,1,supplement,joint health,,,,['supplement'],['joint health'],,,,,
ultra muscleze night,m,3,supplement,sleep,,,,['supplement'],['sleep'],,,,,
unasyn,m,1,prescription,bacterial infection,,,,['prescription'],['bacterial infection'],,,,,
unithroid,m,1,prescription,hypothyroidism,levothyroxine sodium,,,['prescription'],['hypothyroidism'],['levothyroxine sodium'],,,,
uro vaxom,m,2,otc,urinary tract infection,,,,['otc'],['urinary tract infection'],,,,,
urovaxom,m,1,otc,urinary tract infection,,,,['otc'],['urinary tract infection'],,,,,
ursodiol,m,1,prescription,gallstones,,,,['prescription'],['gallstones'],,,,,
utrogestan,m,1,prescription,menopause,,,,['prescription'],['menopause'],,,,,
vaben,m,1,prescription,anxiety,oxazepam,,,['prescription'],['anxiety'],['oxazepam'],,,,
valacyclovir,m,1,prescription,"cold sore, chickenpox, shingles",,,,['prescription'],"['cold sore', 'chickenpox', 'shingles']",,,,,
valdoxan,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
valerian,m,1,supplement,sleep,,,,['supplement'],['sleep'],,,,,
valerian root,m,2,supplement,sleep,,,,['supplement'],['sleep'],,,,,
valsartan,m,1,prescription,"hypertension, heart failure",,,ARB,['prescription'],"['hypertension', 'heart failure']",,,['ARB'],,
valsartan amlodipine,m,2,prescription,hypertension,,,"ARB, calcium channel blocker",['prescription'],['hypertension'],,,"['ARB', 'calcium channel blocker']",,
valtrex,m,1,prescription,"cold sore, chickenpox, shingles",,valacyclovir,,['prescription'],"['cold sore', 'chickenpox', 'shingles']",,['valacyclovir'],,,
varenicline,m,1,prescription,smoking cessation,champix,,,['prescription'],['smoking cessation'],['champix'],,,,
vascepa,m,1,prescription,hypertriglyceridemia,,,,['prescription'],['hypertriglyceridemia'],,,,,
vazguard,m,1,supplement,metabolic syndrome,,,,['supplement'],['metabolic syndrome'],,,,,
vegepa,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
venlafaxine,m,1,prescription,"depression, generalized anxiety disorder, social anxiety disorder, panic disorder",,,,['prescription'],"['depression', 'generalized anxiety disorder', 'social anxiety disorder', 'panic disorder']",,,,,
ventolin,m,1,prescription,"asthma, chronic obstructive pulmonary disease",,,,['prescription'],"['asthma', 'chronic obstructive pulmonary disease']",,,,,
verapamil,m,1,prescription,hypertension,,,calcium channel blocker,['prescription'],['hypertension'],,,['calcium channel blocker'],,
victoza,m,1,prescription,diabetes,,,,['prescription'],['diabetes'],,,,,
viibryd,m,1,prescription,depression,,,,['prescription'],['depression'],,,,,
vimovo,m,1,prescription,"osteoarthritis, rheumatoid arthritis, ankylosing spondylitis, ulcer",,,,['prescription'],"['osteoarthritis', 'rheumatoid arthritis', 'ankylosing spondylitis', 'ulcer']",,,,,
vimpat,m,1,prescription,seizure,,,,['prescription'],['seizure'],,,,,
viorele,m,1,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
virutech,m,1,supplement,"antioxidant, immune support",,,,['supplement'],"['antioxidant', 'immune support']",,,,,
vital green,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vital red,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin,m,1,category,general health,,,,['category'],['general health'],,,,,
vitamin b,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin b complex,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin c,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin d,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin e,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin iu,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin k,m,2,"prescription, otc",bleeding disorder,,,,"['prescription', 'otc']",['bleeding disorder'],,,,,
vitamin magnesium,m,2,supplement,magnesium,,,,['supplement'],['magnesium'],,,,,
vitamin omega,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin probiotic,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin sport glucosamine,m,3,supplement,general health,,,,['supplement'],['general health'],,,,,
vitamin spray,m,2,category,general health,,,,['category'],['general health'],,,,,
vitamin supplement,m,2,supplement,general health,,,,['supplement'],['general health'],,,,,
vitex,m,1,supplement,"premenstrual syndrome, menopause, infertility",,,,['supplement'],"['premenstrual syndrome', 'menopause', 'infertility']",,,,,
viviscal,m,1,supplement,hair growth,,,,['supplement'],['hair growth'],,,,,
vortioxetine,m,1,prescription,depression,trintellix,,,['prescription'],['depression'],['trintellix'],,,,
voxra,m,1,prescription,"depression, smoking cessation, anxiety",,bupropion,,['prescription'],"['depression', 'smoking cessation', 'anxiety']",,['bupropion'],,,
vsl,m,1,supplement,gut health,,,,['supplement'],['gut health'],,,,,
vyvanse,m,1,prescription,adhd,,,,['prescription'],['adhd'],,,,,
walzyr,m,1,otc,allergy,,,,['otc'],['allergy'],,,,,
warfarin,m,1,prescription,blood clot,,,,['prescription'],['blood clot'],,,,,
webber prostate,m,2,supplement,general health,"extracts of saw palmetto, stinging nettle and tomato, along with pumpkin oil, zinc, and selenium",,,['supplement'],['general health'],"['extracts of saw palmetto', 'stinging nettle and tomato', 'along with pumpkin oil', 'zinc', 'and selenium']",,,,
weight gainer,m,2,category,weight gain,,,,['category'],['weight gain'],,,,,
wellbutrin,m,1,prescription,"depression, anxiety",antidepressant,bupropion hcl,,['prescription'],"['depression', 'anxiety']",['antidepressant'],['bupropion hcl'],,,
white willow bark,m,3,supplement,"pain relief, osteoarthritis, headache, inflammation",,,,['supplement'],"['pain relief', 'osteoarthritis', 'headache', 'inflammation']",,,,,
wobenzym,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
wp thyroid,m,2,prescription,hypothyroidism,,,,['prescription'],['hypothyroidism'],,,,,
xanax,m,1,prescription,"anxiety, panic disorder",,alprazolam,,['prescription'],"['anxiety', 'panic disorder']",,['alprazolam'],,,
xarelto,m,1,prescription,"blood clot, atrial fibrillation",,,,['prescription'],"['blood clot', 'atrial fibrillation']",,,,,
xeljanz,m,1,prescription,"arthritis, psoriatic arthritis,",,,,['prescription'],"['arthritis', 'psoriatic arthritis,']",,,,,
xylitol,m,1,other,cavities,sweetner,,,['other'],['cavities'],['sweetner'],,,,
xyzal,m,1,otc,"allergy, itching",,,,['otc'],"['allergy', 'itching']",,,,,
yasmin,m,1,prescription,contraceptive,,,,['prescription'],['contraceptive'],,,,,
yeast,m,1,supplement,diarrhea,,brewers yeast,,['supplement'],['diarrhea'],,['brewers yeast'],,,
zantac,m,1,"prescription, otc","heartburn, gerd",,,histamine 2 receptor antagonist,"['prescription', 'otc']","['heartburn', 'gerd']",,,['histamine 2 receptor antagonist'],,
zeaxanthin,m,1,supplement,eye health,,,,['supplement'],['eye health'],,,,,
zeolite,m,1,supplement,detox,,,,['supplement'],['detox'],,,,,
zetia,m,1,prescription,hypercholesterolaemia,ezetimibe,,cholesterol absorption inhibitor,['prescription'],['hypercholesterolaemia'],['ezetimibe'],,['cholesterol absorption inhibitor'],,
zicam,m,1,otc,bacterial infection,,,,['otc'],['bacterial infection'],,,,,
zinc,m,1,supplement,cold,,,,['supplement'],['cold'],,,,,
zma,m,1,supplement,general health,,,,['supplement'],['general health'],,,,,
zocor,m,1,prescription,hypercholesterolaemia,,,statin,['prescription'],['hypercholesterolaemia'],,,['statin'],,
zoloft,m,1,prescription,"depression, obsessive compulsive disorder, panic disorder",,,,['prescription'],"['depression', 'obsessive compulsive disorder', 'panic disorder']",,,,,
zolpidem,m,1,prescription,insomnia,,,,['prescription'],['insomnia'],,,,,
zopiclone,m,1,prescription,insomnia,,,,['prescription'],['insomnia'],,,,,
zyflamend,m,1,supplement,"pain relief, inflammation",,,,['supplement'],"['pain relief', 'inflammation']",,,,,
zyloprim,m,1,prescription,"gout, kidney stone",,,,['prescription'],"['gout', 'kidney stone']",,,,,
zypan,m,1,supplement,digestive health,,,,['supplement'],['digestive health'],,,,,
zyrtec,m,1,otc,"allergy, itching",antihistamine,,,['otc'],"['allergy', 'itching']",['antihistamine'],,,,
